Text,Label
بكيييييف بس شوفك مشووب يا بو صلعة,Non_HS
مع الحشرات يلي متلك هيك لازم يتصرفوا ,Non_HS
الله يلعن صباحك ,Non_HS
والصرماية حسن نصر الله هو محور التسامح و السلام با طبل ؟؟؟؟ ,Non_HS
انت يا جبران باسيل بعقليتك الفجة النتنة تقولربماوربما تفيد الشكك والتردد,Non_HS
انت اوسخ من العاهرات و كل عاهرات العالم اشرف واطهر منك    ,Non_HS
كول هوا افضلك,Non_HS
انقبر كول هوا كل الاحزاب والمليشيات اللبنانية والاحتلالات والارهابيين والعصابات المسلحة قبل الحرب وبعد الحرب أطل…,Non_HS
صحيح انك واحد اهبل ما بتفهم ,Non_HS
شاطر ياطرنبه هذا مايريده أعداء ادروز ونت تطبل لهم يالعميل ,Non_HS
حسن عليق؟؟؟ كول هوا,Non_HS
واحده من الاثنينيا انت هبيلييا عم تستهبل ويجوز الوجهين   ,Non_HS
احسنت حصاره بالزاوية كفأر جربان عذراً من الفأر ,Non_HS
طيب كول هوا      ,Non_HS
العمى ما توقعت في ناس بهالجحاشة أمريكا وبريطانيا وفرنسا تلت أعضاء دائمين بمجلس الأمن طلعوا التلاتة عملاء للمملكة البربرية,Non_HS
بوق سوريا انت وصرمايتي سوى ,Non_HS
وﷲ صاير مهزله هالمغرد ,Non_HS
"لسه بصرعوا طيزنا بدكن نصير متل العراق وليبيا يا حمير تجاوزناهن بأشواط، هلق لو نصير متل العراق وليبيا تحسن كبير جدا",Non_HS
كول هوا كول ضحكت علينا اليهود هههههههه ينعن عرضك شو ضحكت,Non_HS
صاير سئيل انتا ,Non_HS
يا ريت هالغشيم بس يشوف الكومنتس العمى ما اسطلو ,Non_HS
يا لهم من عرصات من اين ياتون بهذا التفائل,Non_HS
حدى يقله خراس من مية سنه وانتي بالإتحاد الرياضي ومن فشل لقشل,Non_HS
بديني بدك فلقة,Non_HS
و انت يا وديع خليك ساكت احسن ما تاكل نصيبك نحن ما حدا بسكتنا و الي بيغلط مندعسو,Non_HS
يا فاريس كول هوا… وريح حالك ترك الهبل وروح جرب فهام رجاع حضار حلقة مبارح واذا بدك لان كانت عل…,Non_HS
وئام وهاب كلب يحركة رائحة الدسم من المال لاعقيدة ولاعروبه وابعد مايكون عن الرجوله والشرف ,Non_HS
هل انتِ شاذة كي تدافعي عن هؤلاء المنحرفين,Non_HS
شابك على نت بيتنا و بتحكيلي كول هوا ؟ طيب هياني نازل,Non_HS
مريضة نفسياّ,Non_HS
خااههاهاه خراس ولاك,Non_HS
خازوق فيك ولي بشد عمشدك عم بيحكي عن جعجع شو خص سعد الحريري ولا عملكن عقدة,Non_HS
اول مرة بشوف وحد مطلوب للقضاء و هلقد وقح ,Non_HS
عيب بلا ادب ,Non_HS
إلي ساعة عم جرب اكتب تويت بعد حكي باسيل بس ما عم يطلع بلا مسبات خصوصي بعد ما شفت اللحيسة البلا شرف بلشو يطبلو,Non_HS
و الله ما يدرون وين الله قاطهم خونة منافقين,Non_HS
دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن؟ دخلك مشكنتو تسبو في طالع نازل؟ خراس يا منافق دم زلمتك برقبتكن ,Non_HS
قال عن دمشق وليس عن دمشق الاسد وهو القائل ديوث الشام وهدهده وكلامه للقائد الضرورة الذي باع,Non_HS
شوية غباء على تطبيل جبران باسيل,Non_HS
لو بتجاوب اي شي غير قصدك بقرتين غير أمك؟,Non_HS
عما بي البك ميل لي عمرك سنه ,Non_HS
كول هوا يارعي البقر,Non_HS
فشر برقبته جبران باسيل,Non_HS
ريتو ستميت عمرك ان تجوزت و ان ما تجوزت خرا عليك و عاللي بتتجوزك و عاللي بيعجبو هيك حكي,Non_HS
مرجع كبير منو هوي يا   تيس ,Non_HS
وهاب ابن الكلاب,Non_HS
ما أوطاك ,Non_HS
كول هوا شقفة عميل و كلب وواطي وحقك فرنكين بسوق الغلا نسيت لما كنت تنام بالقرداحة ناطر بالدور ل…,Non_HS
اوبشن فتح طز الشعوب وانتي الصادقة,Non_HS
هلق انت مين داس ع دنبك,Non_HS
ولي بهييم ايا عربي طعمرك شو بهيم ,Non_HS
ناس مريضة بالتخوين و الجلقان,Non_HS
الحين تترحم على وسام ونت لم تترك تهمه ولاشتيمه لا وقلتها عليه صحيح انك عفن ,Non_HS
خليك فيه عيشي فيه وخليكي تذكريه يحلا وبرك,Non_HS
سد بوزك يا حيوان يلعن روح حافظ تبعك ,Non_HS
إنت و حريمك عواهر ,Non_HS
كول هوا خسرتو بأرضك وبين جمهورك بعد ما منعت القطريين من تشجيع جمهورهم انتو فاشلين في كل شئ وهم متفوقين,Non_HS
قدح وجم تفه عليك وعلى برنامجك وعلى المحطة لي عم تعرضلك,Non_HS
ولَك إنتوا والتافهين أمثالكم بس توصلوا لصرماية…,Non_HS
صحيح انك انسان وضيع ,Non_HS
يلا يا عرص,Non_HS
شو حلو لو منربط لسانك بسلك كهربا بس مش من لبنان من الدولة الشقيقة وتكون فيها الكهربا ونخلي الفولتا… ,Non_HS
هدا شذوذ منو حرية ويعطيهن الف عافيه ايه خايفين عالجيل م ناقصنا بعد وساخه وحقارة,Non_HS
لأنه كلاب عالم متل طارق خوري وغيره,Non_HS
الحقارة حينما تنطق وزير خارجية لبنان جبران باسيل مثالاً,Non_HS
"قولي لضيفك ما يبلع ريقو احسن ما يتسمم ، مش مقبول الحقد هلقد على الشيعة",Non_HS
الله يسامح الربط الحمار وفلتك ,Non_HS
صحيح انك هبلة,Non_HS
وانت بدك طبيب بيطري  ,Non_HS
لو مانك جبان بلا منقودية يعني كنت كتبت هالتعليق من الاول,Non_HS
جبران منافق و ما في داعي تعملولو تجميل و تضلو تدافعو عنو لان بالاخر رح تاكلو الخازوق,Non_HS
عمر ملحس يلحس,Non_HS
ايه كولي خرا,Non_HS
مبين ادي انت معفن ووسخ نظف حالك ولسانك افضل من انك تنشر وساختك عند النظاف   ,Non_HS
"آههه يا هبيلة شيلة الصورة شيل ،امن اسرائيل يعني حقها تضرب سوريا و المقاومة حفاظا على أمنها…",Non_HS
الان دخلت صفحتك وعرفت انك من اللي مشغلهم نظام الحمارين كلاب تنبح ضد السعودية,Non_HS
انت شو خصك بالحجاب بدك تمشي عارية انت حرة بس ما تحاولي تقنعي العالم بوجهة نظرك بكفي عهر هوا الحريه,Non_HS
العمى شو مثقفة في منك عبصل,Non_HS
تلحس ,Non_HS
يس الله بلاهن بحكومة خرى,Non_HS
انت لازم يقصولك لسانك قبل ان تدمر نفسك   ,Non_HS
وئام وهاب وصرمايتي سوى وئام وهاب راسو راس خنزير بجسم انسان العماد عثمان بدو يكسر راسك انت ومعلمينك ,Non_HS
صرتي زبالة,Non_HS
طيب بيعنا سكوتك او بمعنى آخر كول هوا,Non_HS
عما بقلبك شو سميكة بتحكي ثلاث لغات بالجملة مفكرة حالك كلاس ولا اسخف واجلأ من هيك,Non_HS
اذا بين كل يللي عم بيصير وينقال وينكتب استنتجتي انو اسلوبي انا اللي بذيء بتكوني وحدة مهبولة مع احترامي ههههه,Non_HS
يا حسرتي عليه ليش كان ياكل ليخرا كان مقضيها اضرابات عن الطعام,Non_HS
انتا عاهرة أم سياسي أم شيخ عقل؟ ,Non_HS
جبران باسيل متخلف عقلياً,Non_HS
شو هالدفاع البيخري يابا,Non_HS
يعني انت سياسي عاهر ,Non_HS
دمدوم كم مرة صرت مفهمك معاش تستحمري صايرة متل شحاطة الاصبع ما بينضهر فيكي,Non_HS
العما بِقلبك ما أتقل دمّك و ما أسقلك ,Non_HS
ولك انت دب مع كل العالم سكوت ,Non_HS
انتي اخرسي ومادخلك,Non_HS
يبغالنا نتصل على السفير ثامر السبهان يحط جزمه بحلقك ياخيي ما بدنا نعمل مشكل مع حدا تفوووووووو يا مرتزق ,Non_HS
يلعن الأسد,Non_HS
 انتي مسخرة بشرفي,Non_HS
انتي كتير بايخة وبتسوي صرماية,Non_HS
آه يا حمارويه,Non_HS
انبح ياكلب        ,Non_HS
في مثل هذا اليوم فطس بغل الأمة,Non_HS
بطلي علاك,Non_HS
كل مرة كنت قول انك حلوة والناس بغروا منك بس طلعت غلطان مظبوط حلوة بس درجة الهبل عم تعلى وتعلى وتتعمر يا دار,Non_HS
قبيحة منظر ومخبر,Non_HS
"الحياة عربة وانت مجازيا مو حرفيا، محشوم اخي الكريم كلب مربوط بها، والعربة ماشية فبتحب تمشي معها بكيفك أو بتحب تنشحط بالزور، لك كامل الخيار",Non_HS
ما تعتبو عليها غبية,Non_HS
ماهذة الصفاقه والنتانه ياأنسة,Non_HS
ديما بحبك كتير وكلي خرا بعرفك بتحبي البهدلة♡,Non_HS
يا كلب يا لقيط ما حدا غيرك العاهر ابن عاهرة يا مرتد الله يلعنك ويلعن كل مين ع… ,Non_HS
كتير بايخة وسخيفة,Non_HS
عمى ما أبشعك,Non_HS
الحين صار إسمه مدعوس باسيل,Non_HS
لا والله ساقطة,Non_HS
كل عام و انت ديوثَة و كل عام و انت نكرة و كل عام و انت ناقصة و كل عام عندك خلل ونقص انت بتشبهي كل الشي ا…,Non_HS
كلب أسود مختلف,Non_HS
كيلو بويا عوجك و مبيني ختيارة,Non_HS
ما اجحش منك إلّا لي عاملّك,Non_HS
هيدا العلم صار مماسح للصرامي  انت عايشه بكوكب تاني حالتك بالويل الشهره مش هيك وحياتك لما بتك…,Non_HS
ونسيتي استقبلت الارمن ع ايام العثماني لولا سوريا كنتي فحمه ولحمه مشويه,Non_HS
كلكم منافقين هلق تجي قطر تعطيكم كم دولار بتصيروا كلكم تركعوا لتميم قرطة نصابين ,Non_HS
ولا واحد من الحمير العرب القامعين على السلطة انحنوا لا لكبير ولا لصغير,Non_HS
وزيركم مخرف,Non_HS
وحمرنتك,Non_HS
وانتي مال أهلك يا معرضه خليكى فى بلدك,Non_HS
روح قدم ادعاء للقضاء بدل ما تعوى هون يا ببغاء ,Non_HS
وانت من السياسين ولا العاهرات,Non_HS
يا مشحرة شو منوب انتي كيف بتضهري لبرا ولك فوتي عن البرندا احسن ما يراشقوكي تعون السترات الصفر بالبيض,Non_HS
سوريا جاي تدعس راسك ,Non_HS
عووي يا كلب ,Non_HS
يابنت لجنوب ما انت اول وحدة مع اسرائيل وضد المقاومة ما فهمتك مفصومة من ايمتى هل شرف والوطنية لدبو عليكي فجاة ما شفت احقر منك,Non_HS
ياعاهرة,Non_HS
"اذا هالمرة بتقولولنا انو رجعت قصة تشكيل الحكومة للمربع الأول، رح نقلكن أختكن ع إخت هاللعبة ما بقى بدنا نلعب",Non_HS
سبحان الله وين ما بروح بياخد الخراب معو شو هالبومة هيدا ولك شو هالغراب انشالله يهرب عالسفارة و يبعتوا عاسرائيل…,Non_HS
"كلي خرا، الله بشفي كل المعاقين من معلمك ل يوصلك الدور ",Non_HS
كسار راس المرتزقة و شذاذ الآفاق,Non_HS
ما في اتفه و انجس منك يا عبد بشار المجرم ,Non_HS
صفات ابليس عليه لعنة الله موجودة فيك العقاب لوهاب وهاب قاتل ابو دياب ,Non_HS
مشتهي اضربو كف و قلوانا بكرهك بكرهك بكرهك,Non_HS
خراس وسد حلقك لانو مافي هيك حالات,Non_HS
هاد مهبول هاد الزمان قلو خراس شي ماتلحق عصام زهر الدين,Non_HS
يمكن بهالتغريدة عم تحاولي تنسي الناس هبلك وتفاهتك بمقابلة جو معلوف بس بفتكر مش ظابطة عريتي نفسك امرأة سطحية تافهة,Non_HS
جبران باسيل و الحفّاظة وجهان لفائدة واحدة,Non_HS
ما هو ضمن عاهرات ,Non_HS
نديم لطيش ماريا معلوف البقرة الضا…,Non_HS
كول هوا نحن مامنشتغل عند كلبك بشار,Non_HS
يا ولاد الهابلة,Non_HS
شو عاملك عماد عثمان تخمين باعصك ,Non_HS
انا بقدر اوقف بوج جبران باسيل وقلو انت شيطان وقرد,Non_HS
جبران باسيل معتوه,Non_HS
ههههههههههههه لك الله يلعن ابوك عهالخلفة العمى ما اسألك واجلطك وكمخ وزنخ وسميك ومقرف تجيك جلطة بنص لسان… ,Non_HS
انا مش عربية انا فينيقية لا يا شطورة إنتي حمارة,Non_HS
هههه ليك مين عم يحكي العاهرة عندما تحاضر بالعفة      ,Non_HS
كول هوا عقبالك لما تجيك صرمايي بخلقتك,Non_HS
"بنقول يلعن روحك يا بشار بتطلع لنا عاهات بتقول لك ادعو لولي الأمر ولا تكن فحّاشا، أي يلعن روحك يا بشار على روح أبوك على…",Non_HS
طز فيك و باللقاء تبعكن لقاء الأوباش و قطاع الطرق إن دعوت شيخ عقل الإقطاع الارسلاني هو تدخل بشؤون طائفة الم… ,Non_HS
طبعاً لايجوز ولكن لايجوز ايضاً للشام ان يقودها ابن ديوس ديوووس الشام وهدهده ,Non_HS
اتمنى على حدا ماالو علاقة بالاجرام وموت الضمير بس هادا وليد مجرم وقاتل بتتمنى عليه ,Non_HS
مضيفا نحن بزماننا ما كان عنا غير مجنقات بخارية قال بدهن الكترونية قال حاج اكل خرا,Non_HS
هوى من يحق له ان يتكلم وامثالكم الخانعين في احظان الغرب والصهاينة ان تخرسو ,Non_HS
هذا اخذ جائزة حمار القرن الحادي والعشرين,Non_HS
معك حق بس هودي حلفاء أسيادك يا دب ,Non_HS
لأنكم يا استاذ حبيب انت ومن تمثل من فكر همجي ودموي لا تفهموا الا لغة الحروب والدماء والخراب انتم وثقافتك…,Non_HS
"قلتلك اغطيني اسم الكتاب ومستعد ناقشك للصبح، يا كمل يا كول هوا",Non_HS
وهجرت مليون ارهابي قذر مع عائلتهم وقتلت من قتلت وبقي القذر المجرم ,Non_HS
هودي يلي حكيت عنن كلن موجدين بتفكيرك وعقلق انت اول مفتن ومخرب والمأجور بس وضح اكتر للقطري حيناديلك ,Non_HS
لك كراي عليهن العفو منك من هون لعندن,Non_HS
كركوز ,Non_HS
و شراميط الاعلام,Non_HS
وئام وهاب كلب جعاري تعريف الكلب الجعاري كلب مشتية علي الدني بعوي وما بعض بتشبقو صرماية ع خلقتو بسير ينوي متل البسين ,Non_HS
وانا اتمنى يا وهاب الكلب عدم توجيه كلامك الى معلمك وليد بيك الأنو الكلاب لي متلك ما بتح… ,Non_HS
خراس يا خنزير,Non_HS
اذا عاجبينك شفافي تعا خدلك كم بزقة منن بلكي بتزورك البركة حزومي    ,Non_HS
هل تتذكر بنك المدينه يا حرامي,Non_HS
طبال بمرتبة طرطور عند ابن انيسه مخلوف ,Non_HS
إنتا كول هوا وما خصك بسوريا انت خلص بالسترات با واطي,Non_HS
وكأنك تطلب حماية وليد بك يا جاهل حنجيبك ,Non_HS
انت حمار ولا بستحمر يا أستاذ زلوم,Non_HS
كول هوا لك ياغبي,Non_HS
نحن لكا بالمرصاد الجبل قمه من النضال وانتا غريب عنا انت مرتزقه لايران الدروز احرار ان جهلت التاريخ يا عبد علي المملوك ,Non_HS
إنه مجرم من أتبع شخ سعد وتلطخت يداه بالدم ,Non_HS
شو هالحمار من وين جاي,Non_HS
"هذا شيخ البلاط الجنبلاطي يسخّر ضميره ويكذب على ديننا ويقوم بالتغطيه على زنديق ناكث لديننا ، كفى قلب… ",Non_HS
"انت شخص تافه لدرجة واطية جداً ، أنا بحطك علي مستوا صرصور  يا قطوش ",Non_HS
وما زال الخرا ينهمر من ابو فلتر حتى استحت منه المراحيض العامة والمجارير,Non_HS
سامع يابهيمة,Non_HS
يقصف عمرك ما انتنك,Non_HS
كوووول خرا يابن الكلب    ,Non_HS
عقبال تموت بالشؤسمو بطيزك متل ابوك,Non_HS
ليك يا شعبان انت تعبان روح نام نومة بدون قوَمة ,Non_HS
"أنا سأرد عليك بلهجتي كول هوا ولاك، أنت مثل الكلب الأجرب، النعال اللي تم رميه أطهر منك يا عبد الدرهم",Non_HS
يخلع نيعك عيلية اغبياء ,Non_HS
أنت ذكي حمار,Non_HS
يا زلمة والله اذا بتسكر تمك بترتاح وبتريح حاجتك تحكي وتبين انك انسان ناقص عقل ورسمالك كم    بيتغير اسلوبك ,Non_HS
بس يا نجس ملكش دعوه انت روح كول هوا,Non_HS
شكل السهرة مع وزير خارجية لبنان الكلب جبران باسيل كانت حمراء بالحيل واحتمال ارسلووو له شريط الفيديو و…,Non_HS
كل تبن ,Non_HS
ع قولة اخوي ميسي كويس بس اللي حواليه عرصات,Non_HS
ايه كول هوا,Non_HS
بيكفيكن عهر وكذب وتلفيق أخبار بحق جبران باسيل جماعة بلا اخلاق بلا شرف بلا كرامة,Non_HS
"خليك عمالك تضحك يا صرماية ، يا كريكوز الجاهلية ، ما شاطر الا انك متل جرو الكلب تعوي ، المشكلة ما عاد في… ",Non_HS
كان الحرباي يدافع عن بشار اكتر من وهاب ,Non_HS
دون شك انو مستاهل الحذاء لكن انغلترا بلد الحريات لو هل تصرفات بيحميها القانون اللبناني ما كنت بتلحق عد صرامي ,Non_HS
يا جماعة انا كمان بشوف عبارة يلعن روحك يا حافظ مبتذلة ومسفة وتظهر عجز المعارضة المتأسلمة وارتهانها للماضي وأفضل استبدالها بعبارة خراي في قبرك يا حافظ,Non_HS
اكيد نحنا ما منتسعّر يا غشيم اما انتو سعركن معروف ولا ارخص من هيك ,Non_HS
آه يا هبيلي,Non_HS
المصيبة ان هذا الشخص بعثي بمذاق اخواني قطري يخرب بيتك يا عفلق على الاشكال الي تركتها,Non_HS
انت الإرهابي المرتزق تفووو عليك ,Non_HS
انت واقتراحك وصرماية اللواء عثمان سوا سوا ,Non_HS
طيب كول هوا ونااااام بحب ابهدلك با ابو ملاييين  تشلسي نادي تاريخي على اساس سد هل بووز,Non_HS
لو في دولة كان زمانك في المجرور ,Non_HS
زحط يا زبالة,Non_HS
و عندك هيدا الخرى يللي مستعد يبيع نفسو حتى للشيطان مش بس لأمريكا,Non_HS
شو في براسا هيدي يلي بكل صورها بارمتلنا قفاها؟,Non_HS
فارس سعيد كول هوا,Non_HS
هو كلب وانت كلب اكثر منه وبن زايد سيد الكلاب وزايد كبيركم ,Non_HS
شوهاظ اللي بتكولو يازلمي كول خيراً او كول هوا,Non_HS
الكل ينبح والقافلة تسرق,Non_HS
يا كلب يا إبن الكلب إنت بدك تقسم الطايفة ب صوت الجايبهون بالإنتخابات يا خنزير بدك تقسم مشيخة العقل لبيطلع بإيدك يطلع بإجرك ,Non_HS
"يلعن اخت الكذب، الزامبي ليس مسلم ومباراته كانت قبل عدة ايام من اللاعب المصري الكويت نيوز لا للحقيقة نعم للهبل",Non_HS
حمار انت ومعلمك ,Non_HS
طبعا زبالة لمتلك ومتل جبران باسيل,Non_HS
للأمانة ينتابني شعور بالتقيىء والقرف عندما يأتي أسمكم على مخيلتي معالي الوزير خصوصا عندما استذكر اللغة… ,Non_HS
كول هوا ولاتضل تحاول تسرق الحساب,Non_HS
الله على سئالتك يا جبران باسيل يا جرصة العرب,Non_HS
كووول خرا يا اجدب مين شايفك يا فار من العدالة يامجرم ,Non_HS
من زين ملفّك عاد لا تختلف عنه إلا بالصفة فقط فهو اأمير وأنت مرتزق وكلاكما كشهاب الدين وأخيه … ,Non_HS
وحياة عشك   ,Non_HS
وصار تكتب شعر يا هتيلة ,Non_HS
"هيدي الوحيدة يللي بترد يا لأن ما عندن غيرها، يا معودة عالبهدلة والحكي الوسخ، هيدا مزاج هيي هيك بتحب ",Non_HS
عوّي بعد عوّي ,Non_HS
ياخي خرى نص الصحفيين يلي كاتبين مقالات وبدهن يعملوا موضوعيين إما ما مدورين عن الموضوع وعرفانين خلفيته فياكلوا خرى بيكون أحسن أو متقصدين يكتبوا هيك مشان أجناداتهن وكمان أحسن ياكلوا خرى بتحسه جهاد وانت بتفهم الناس شو مسوي وبيسوي الأسد,Non_HS
خلص خراس,Non_HS
انت زاربينك بمزرعه مبتعرف شي براتها كل ميخلص الشعير عندك بخبروك جملتين تصرحهم حتى يكبولك يرجعو شعير… ,Non_HS
مان كول هوا ,Non_HS
خلص كول تبن ,Non_HS
فرجونا وجه أمير قطر قاعد على كرسي أوطى من كرسي جبران باسيل بعد ما باسولو طيزو ليجي,Non_HS
لو في دولة لازم انت يا كلب ما تطلع من السجن ,Non_HS
مش محبةً بقطر او بالعهد بس عنجد وحياتك ما حدا قاريك ارفتنا يا زلمي و عم تحكي كأنك بريئ و انت متلك متلون… ,Non_HS
وانا من كتار بقترح وبطالب يعرضوك عا طبيب بيطري ,Non_HS
بس حاب احكيلك كول هوا و انتهى النقاش بنسبة الي,Non_HS
شو تقبرني؟ مكبرينلك الدفعة الإماراتية؟ بلي تسترك ستر بهل بغل ,Non_HS
لا ينقص بيروت قمامة حتى تأتيها قمامة قطر ,Non_HS
خليه عم ينبح الرئيس سعد الحريري مطنشو ,Non_HS
"هي ميمونة مؤدبة بس انا مش مؤدب، دراسته العلمية يبرمها ويحطها في طيزه",Non_HS
بالنسبة الك بدك حبل واسطبل ,Non_HS
اللي عنده كلبة يبي يزوجها للكلب ذا يرسلي عالخاص,Non_HS
يجعلهم بالحرق لسة ما نشف دمنا من زناختهم بلا مؤاخذة,Non_HS
الأكثر حضوراً على المسرح يكون الطبال اسم الله حولك حضورك دائم ومستمر طبال بحجم طرطور ,Non_HS
"وان أتى الصبر بال ز مش بال ص ، فماذا تفعل؟ ",Non_HS
لعنة الله عليك يا وئام وهاب الله يذللك لأنك انسان مفتري و كذاب ما طالع بادك شي الا تعوي ,Non_HS
يوما ما وقريب جدا سنراك في السجن شبيح سوري لا قيمة لك ,Non_HS
"متى كان وهاب وطنى، فلا يزيد على انه احد أحذية نصر الشيطان في لبنان فلا تجعل منه وطنى لانه هاجم… ",Non_HS
وين مصريات المستشفى يا طبل فينا نعرف حنجيبك ,Non_HS
كول هوا يا كلب يا فلسطيني اشرف من عائلتك الجربانه يا لقيط,Non_HS
انت وامثالك العملاء ما خليته شي من الدولة ,Non_HS
كول هوا يا هوا اتفووووه,Non_HS
الجحش يلي عنا ما الو مثيل,Non_HS
إذا إتعدى على أملاك النهريه أنتم تعديت على لبنان يا عكاريت ,Non_HS
كول هوا ولاك اخونجي  ,Non_HS
حبيب البغل روح انقبر كول و نام,Non_HS
رئيس روحي؟ تروح روحك انت وكل مين شدّ عمشدّك مش تنعترف بدار خلدة وأميرها الصغير بالأول يا حبيب قلبه لعطوفته… ,Non_HS
عماد عثمان قاهر ابواق النظام السوري ولما وئام الحمار يحكي ,Non_HS
كنت بدي استعمل جملة و انت الصادق بس معك ما فيني استعملها لانك ما بتعرف شي عن الصدق ف رح قول و انت الكذاب لو… ,Non_HS
مشكلتك يا بوق بانك سلبي بسليقتك وتحب ان تهاجم الآخرين لكي تظهر من جهة وتنفذ ما يطلبه منك مشغليكالمهم م… ,Non_HS
بكرا بتجي عنا عالسعوديه بتبوس الكندرا العصملي اخذ مصاري عمك القطري ما بيصير يدفلك مصاري ,Non_HS
 حدا سمعك شي كلمة حلوة بتليق بمقامك اكيد لا طيب انا رح سمعك هيي سد نيعك يا كلب يا زمك يلعن شكلك شو واطي وسافل…,Non_HS
تفوووووه عليكم الا تخجل يا هذا من انتم امام وليد جنبلاط لعنة الله على ابواق ماجورة ,Non_HS
كل عمري إسمع عن أعور الدجيل و حمارو و قول معقول بس طلع مزبوطه يلا واحد منكن دي و الثاني أعور شي طز يالالي ,Non_HS
كول نفسك هوا عالصبح,Non_HS
وسيادتك انت شو محلك من الاعراب حتى اذا دمرت قطرررررررر وقصفتها اكثر من ماسح احذية للسيد وبشار مارح تترفع ,Non_HS
كيف تستقبلون هالشي وهذي علومه ادري انت احقر منه يا وئام الكلب ياذنب بشار وحسن خرا      لكن للامانه ي… ,Non_HS
عشان مفيش مدرب خراس مرمي فاهم,Non_HS
كول هوا وكفنا شرك احسن منفرجيك بشروط مين منمشي لبنان وعملا اسرائيل لمتلك,Non_HS
أنا لي صديق قواتي هذا لا يعني انني لي نفس مبادئه وخصه وأفكاره حاج تبذقو وتلحسو جبران…,Non_HS
نعيما يا دندن انت ومعلمك ما بتوصلوا لصباط جبران باسيل   ,Non_HS
هلق انت شو بس برميل خرا او برميل زبالة او برميل منفوخ هوا من نكزة بتبج    على كل حال تلات براميل منكبهن بالمزبلة ,Non_HS
والله ربنا ليلعن تعاريص عرضه,Non_HS
اللي عم بهلل لقطر هوي الجربان باسيل اللي ما بعرف شو العلاقة بيناتكم ,Non_HS
خخخخخخخخ نيال هيك ناس عايشة متل الحمير بتعلف وبتنام وخلص,Non_HS
اخر صرعات العهر و الشرمطة و النصب و قلة الاخلاق هو جبران باسيل,Non_HS
بايخ وسخيف ,Non_HS
طيب يلا خراس ما حدا بيتشبه لرسول الله لا هو ولا غيرو قال رسول قال ,Non_HS
لا بس في فرق بين ولد يهودي مات جريمة ومشفى انقصف ومات فيه خمسين زلمة جريمة حرب في فرق بين تعفيش عفرين أكل خرى وبراميل متفجرة وكيماوي جرائم حرب ضد الإنسانية,Non_HS
خراس تضرب بهالراس,Non_HS
خليك عم تعوي وحدك وما حدا قاريك و ما حدا معبرك خليك عم تعوي وحدك ,Non_HS
ومين هالخرا هذا ,Non_HS
لا شيطان إلا أنت يا وهاب ,Non_HS
انت اول واخر عاهر وبوق ارهابي للمجرم بشار ورئيس عصابة ولي الفقيه انت احقر انسان واتفه بشر خرااا علي ابو… ,Non_HS
لكل من اسمه نصيب اعور بالمخ انت ,Non_HS
البلد لا يتحمل التطاول على الاجهزة الامنية ورؤسائها فاحترم نفسك وكفى اهانة والا سنعرضك على حكيم بيطري او متخصص في عالم الدين… ,Non_HS
ليك يا جربوع يا صرمايه يا واطي بس يخلص فلمك بدن بحرقوق حرق وتصير تولول متل النسوان وينك يا عثمان دخيل ا… ,Non_HS
عاهاتك ياوطن,Non_HS
يبدو أن أسيادك في دمشق يؤلمهم الخازوق القطري ومنزعجين من الموقف اللبناني الرسمي مما يفسر ارتفاع حدة صراخك ,Non_HS
اي شو هل العهد القوي يلي بدو دنب الكلب يتوسطلوا,Non_HS
التم التيس على العنز ,Non_HS
وشنهق ,Non_HS
كول خرا ,Non_HS
ما حدا باعصك الا اللواء   ,Non_HS
قلتلك من مبارح احتياط خراس يا ادرعي لبنان,Non_HS
يا وهاب لو بتضللك بالصرماية ما كان احسن الك ,Non_HS
فشرت يا زنديق و طويلة عرقبتك عثمان تاج راسك ,Non_HS
أكيد السياسيين لأن العاهرات أكبر من هيك   ,Non_HS
خرجه الله لا يقيمه سرماي كثيرة عليه اخص ع الغرب ,Non_HS
ضحك ع قرعتك المزروعة حتى الشعر المزروع ما استحملك من تقل دمك يا طبولة اضحكتني     ,Non_HS
انت خراس,Non_HS
والله لا يسلم فيك ولا عطمة يا باسيل يا ابن جبران,Non_HS
ما ازنخكون وأنتو عم تتمقلسوا ع جوليا بطرس وغناها عن الحرية ع أساس بتفهموا بالحرية الحرية اللي بتغنيها جوليا هي من النوع السامي وهو انك حر تبوس صرماية السيد أو تبوس طيزه كما تشاء ودون يملي عليك احد خيارك,Non_HS
عثمان من أنصاف الرجال ,Non_HS
الله يخزيك يا شيخ,Non_HS
اسمع يا هذا اسمه فضيلة الشيخ أسامة شهاب لازم تعرف كيف تحترم الناس حتى الناس تحترمك بكفيك شنهقة ,Non_HS
أموال الكون التي تزيد ألسنتكم طولا لن تصل إلا لتمسيح حذاء جبران باسيل,Non_HS
المشكلة يا وئام بانك غير مدرك بانك صغير جدا ولا قيمة لك انت مجرد نكره ,Non_HS
بلا ما نفوت نقرالك كول هوا عصحة السلامة,Non_HS
انتبه طوق النجاة يخنئك ولك كبرانة الخسة براسك,Non_HS
سد بوزك انت يا عميل يا وسخ يا ابن العملا,Non_HS
بجد كلامك صحيح وانت اول الكلاب طبعا و الكلاب كثرت في هذا الزمن اكيد      ,Non_HS
حضرتك شو بتشتغل قصاب بأي قنصلية كوليرا,Non_HS
انت اكبر مستفيد يا تاجر الدم ,Non_HS
